idhere,H_mag
2011 LF33,15.68
2011 LF34,15.84
2012 EL14,15.82
2012 PQ55,15.55
2012 UB142,16.11
2012 VC122,15.61
2012 VB129,15.8
2013 TT182,15.96
2013 UL30,16.19
2014 WW579,15.63
2014 XR1,15.33
2015 AH32,16.13
2015 CW55,15.73
2015 FE270,15.99
2015 HN96,16.1
2015 KN7,15.91
2015 PD274,15.87
2016 AA196,15.86
2016 BR52,15.91
2016 CB166,15.92
2016 ED127,16.0
2016 GQ207,15.48
2017 BP160,15.8
2017 EN30,15.9
2017 HG12,15.77
2017 HV18,15.74
2017 KB8,15.53
2017 OJ3,16.01
2000 AU259,15.99
2003 SO450,16.22
2003 UA326,15.02
2003 UU327,15.92
2004 RD366,16.05
2004 SW64,16.22
2004 TN371,15.66
2004 VJ73,15.62
2005 SX299,16.02
2005 TH198,16.17
2005 TR214,16.22
2005 UT290,15.86
2005 UZ512,15.98
2005 UR520,15.68
2005 VN137,15.93
2005 WZ35,15.85
2005 XU82,16.09
2005 XP119,15.24
2005 XR119,16.13
2005 YD136,16.3
2005 YX162,15.75
2006 AW115,16.0
2006 BW29,15.62
2007 CR49,16.2
2007 CK65,16.25
2007 DV10,15.94
2007 ES97,16.07
2007 EJ237,16.03
2007 EU240,15.84
2007 FJ59,16.26
2002 OP29,15.55
2002 QK87,15.84
2002 RA209,16.28
2005 RX19,15.88
2006 QD7,15.8
2007 RB63,16.09
2008 CF132,16.0
2010 BC106,15.96
2010 MB115,15.37
2003 NQ13,15.41
2004 DX69,16.24
2004 YV39,15.9
2005 CO82,15.44
2005 GW239,15.74
2006 RL41,15.63
2002 TK247,15.98
2004 XT75,15.25
2006 FQ56,15.51
2008 SX24,15.4
2009 SN133,16.14
2010 WD54,15.73
2014 FZ81,15.67
2014 HR175,15.98
2015 FF355,15.81
2017 OA54,15.6
2017 PF16,15.89
2020 BB68,15.57
2000 QP233,16.17
2000 XA56,15.77
2001 SP358,15.11
2001 TG267,15.83
2003 BA95,16.08
2003 SH202,16.27
2003 SA450,16.18
2003 SA451,16.22
2003 UC194,15.76
2003 UG344,16.1
2003 WX38,16.08
2004 DP81,16.1
2004 FB176,16.02
2004 FR176,15.89
2004 XQ52,16.16
2006 DM98,16.19
2006 KT53,15.82
2008 UM294,16.15
2009 UF170,15.76
2012 BP36,15.95
2014 HE143,16.28
2015 QH19,16.03
2015 RT126,16.22
2016 UG78,16.15
2001 UM234,15.29
2002 UX34,15.04
2005 ER333,15.35
2005 JO114,15.34
2006 KA111,15.54
2007 MJ22,15.56
2007 UW26,15.79
2008 AV73,15.04
2008 HF56,15.78
2008 RT147,15.96
2008 RR174,15.48
2008 SD235,15.92
2008 TL176,15.69
2008 TC219,15.45
2008 TB227,15.96
2008 VA37,15.45
2008 XP18,16.12
2009 BH192,15.87
2009 UG162,15.3
2010 HT120,15.67
2010 JZ191,15.29
2014 OO22,15.55
2014 OG371,15.63
2014 WA376,15.39
2014 WP602,15.88
2015 AQ30,15.41
2015 AK248,15.56
2015 HE181,14.85
2015 TK47,15.8
2016 EE45,15.47
2016 GV77,15.61
2000 WP198,16.23
2002 DW21,15.49
2003 SO79,14.84
2005 NC95,15.96
2005 QG126,15.71
2005 VG36,15.88
2005 XE96,15.8
2005 XF131,15.66
2006 QM141,15.59
2006 RD75,15.7
2006 SQ1,15.64
2006 SL202,16.12
2006 SM265,15.86
2006 SF302,16.21
2006 UK149,15.88
2006 UA167,16.07
2006 UB364,15.74
2007 RA251,16.02
2007 RM275,14.94
2007 RJ371,16.18
2007 TB185,16.01
2007 TN460,15.45
2007 VO127,16.23
2007 VC133,16.06
2007 VB294,15.71
2007 WK73,16.24
2008 AA145,15.89
2008 AX146,16.06
2008 CU217,15.32
2008 VR85,16.04
2008 WH162,16.13
2008 XG19,16.02
2009 AS51,16.3
2009 CY66,15.69
2009 DH107,15.85
2009 EN40,15.68
2010 FN99,15.66
2011 PB16,15.76
2011 UO335,16.25
2012 UG185,15.35
2012 WA5,15.69
2013 QL25,15.68
2013 VS58,16.18
2014 BJ28,15.22
2014 OR126,16.24
2014 OM211,15.82
2014 OO348,15.85
2014 QB125,16.16
2014 QL152,16.11
2014 QC158,16.16
2014 QV206,16.26
2014 QW451,16.04
2014 RH,14.13
2014 RE6,16.23
2014 RL39,16.26
2014 RD41,15.65
2014 SF127,16.29
2014 SK253,15.59
2014 SX311,15.91
2014 UE82,16.25
2014 UM101,15.98
2014 UV124,15.68
2014 UY222,15.46
2014 WL24,16.12
2014 WJ139,16.16
2014 WP502,16.26
2014 XL29,15.51
2015 BO206,16.2
2015 BU225,16.09
2015 QW11,15.46
2015 TG7,15.39
2015 TE146,16.21
2015 TG196,15.79
2015 TE278,15.98
2015 VF126,15.73
2016 AR77,16.06
2016 AH189,16.12
2016 AV349,16.17
2016 BZ81,15.97
2016 CZ151,16.2
2016 CZ207,15.45
2016 CC266,16.1
2016 CE326,16.18
2016 DZ4,15.7
2016 XC19,15.64
2017 BG88,16.18
2017 FQ77,15.48
2017 FQ116,15.68
2018 AG67,15.66
2018 GG17,15.75
2019 GR25,15.68
2019 JQ68,16.11
2019 KD39,16.27
2001 OF115,15.48
2003 GX57,15.51
2003 SW310,15.42
2005 QP142,15.59
2005 QH202,16.21
2005 SL71,16.02
2005 TC216,15.65
2005 UF62,15.98
2006 QY19,15.15
2006 SO375,15.53
2006 SJ412,16.2
2006 VT57,15.95
2006 VJ105,15.97
2006 WO143,15.75
2006 WT225,16.09
2007 TO142,16.25
2008 DM96,16.21
2008 EW180,15.62
2008 GK136,15.6
2008 RS147,15.85
2009 SB394,15.37
2009 YY32,15.93
2010 LD136,16.04
2011 HQ66,15.47
2011 KC39,15.98
2011 QN101,15.75
2011 SC92,16.15
2011 SV268,15.49
2012 TJ191,15.37
2012 TQ324,15.23
2012 VS105,15.67
2014 DH1,15.46
2014 RT2,16.05
2014 TL114,15.64
2014 WK162,16.16
2014 WC254,15.92
2014 WG355,15.89
2014 WE506,15.34
2014 XV37,15.87
2015 BA327,15.87
2015 BB476,16.14
2015 CX9,16.02
2015 CX19,15.41
2015 DZ136,15.04
2015 DV200,15.59
2015 XV11,16.11
2016 AQ278,15.81
2016 AZ294,16.25
2016 CL9,16.1
2016 CD54,15.87
2016 CP324,15.99
2016 CH369,16.05
2016 ET133,15.49
2016 FJ26,15.57
2016 GU210,16.26
2017 FP159,15.95
2017 HD40,15.87
2019 QC13,16.16
2000 JT96,15.47
2002 NX77,16.18
2002 VK57,15.64
2002 VN149,15.54
2003 TS27,15.52
2004 VR69,15.54
2004 XH91,15.48
2005 CQ82,15.75
2005 EB186,15.51
2005 GZ237,15.75
2005 TV22,16.21
2005 UV331,16.08
2005 XF98,16.23
2005 XQ119,16.2
2006 BE35,16.09
2006 GL33,15.69
2006 KK127,15.82
2006 WW231,16.13
2007 FD49,15.23
2007 HP100,15.33
2007 HG105,15.99
2008 AR141,15.76
2008 CT245,16.18
2008 CV248,16.14
2008 ER12,16.09
2008 EE112,16.2
2008 EV188,16.21
2008 RQ149,15.99
2008 SZ314,15.99
2008 VH107,15.41
2009 HP115,16.25
2009 RC17,15.72
2009 SV227,15.89
2009 SL372,15.58
2009 TJ50,15.67
2010 UB111,15.77
2010 VW186,15.29
2011 UA106,16.24
2012 EN25,16.1
2012 SP75,16.11
2012 TR219,16.15
2012 VL73,15.48
2012 VR121,15.71
2012 VY122,15.8
2013 SE72,16.09
2013 TX209,16.01
2013 VO75,16.15
2013 WJ110,16.27
2014 BU26,16.3
2014 JM44,15.86
2014 OG419,16.08
2014 WA429,15.41
2014 YM80,15.91
2014 YW90,16.06
2015 AX64,15.85
2015 AM110,15.97
2015 AS138,16.06
2015 BQ225,16.04
2015 BA238,15.86
2015 BP352,16.22
2015 BW353,15.83
2015 BE419,16.16
2015 BM516,16.19
2015 BZ559,15.82
2015 BF567,15.55
2015 BL608,16.24
2015 CG28,15.88
2015 CT50,16.09
2015 CQ62,16.24
2015 CR62,15.99
2015 DU40,16.12
2015 DL82,15.95
2015 DW160,15.81
2015 DT207,15.53
2015 FT128,16.03
2015 FD208,16.16
2016 GM60,15.99
2017 BM58,15.71
2017 KB14,16.07
2018 FG46,15.83
2020 RN117,16.0
2021 VJ14,15.47
1994 TZ5,15.97
1995 SJ75,15.93
1996 VE42,16.28
1997 SA12,15.81
2000 QF261,15.98
2000 RP59,16.11
2000 SC377,16.05
2001 KA87,15.95
2001 MD32,15.93
2001 QV302,15.87
2001 QE339,16.0
2001 RO156,16.15
2001 SV238,16.15
2001 TV254,15.57
2001 UD209,15.76
2001 VG129,15.13
2001 XU132,15.76
2001 YH31,15.87
2002 CK320,16.15
2002 ER169,15.56
2002 FO43,15.88
2002 JS153,16.25
2002 PO175,16.03
2002 PB198,15.53
2002 PV202,15.46
2002 QO100,16.0
2002 QC158,15.43
2002 RV265,15.9
2002 RB297,15.64
2002 TW371,15.77
2002 UU73,15.66
2002 VM129,16.22
2002 XQ121,16.24
2002 XX122,16.0
2002 XR124,15.97
2002 YX36,15.5
2003 BN99,15.54
2003 BW101,16.03
2003 ED64,15.98
2003 HC64,16.15
2003 QZ123,15.99
2003 SC104,15.78
2003 SR121,15.78
2003 SP236,16.23
2003 SX336,16.1
2003 SZ386,15.91
2003 SL398,16.09
2003 SY406,15.91
2003 SW428,16.15
2003 SZ450,16.23
2003 SW451,15.48
2003 SQ452,16.14
2003 SG461,15.96
2003 TK32,16.03
2003 TR62,15.8
2003 TY62,15.55
2003 UE248,16.13
2003 UJ297,15.81
2003 UT305,16.2
2003 UO350,16.2
2003 UX414,16.3
2003 UK448,16.2
2003 WU58,15.68
2003 WB209,15.95
2003 YO189,16.15
2004 CO133,15.96
2004 DB58,15.63
2004 EC106,15.73
2004 TR383,16.13
2004 VR3,15.93
2004 VA37,16.21
2004 VB52,15.9
2005 BS39,16.23
2005 ET232,16.18
2005 EK264,15.94
2005 ET348,16.23
2005 GR238,15.66
2005 JC7,16.23
2005 LO59,16.18
2005 MK56,15.83
2005 QY194,15.43
2005 QR203,16.04
2005 SR144,16.21
2005 SV151,16.01
2005 SR261,15.69
2005 SR273,16.2
2005 TX18,15.72
2005 TA95,15.34
2005 TB219,16.3
2005 UK193,16.24
2005 US423,16.17
2005 UC459,15.64
2005 UF546,16.0
2005 WQ132,16.14
2005 XD126,15.52
2006 AK52,16.01
2006 AZ114,16.13
2006 BR141,16.21
2006 BS233,16.21
2006 BS292,16.3
2006 DL151,15.69
2006 HF14,15.9
2006 HC78,15.85
2006 HJ100,16.18
2006 HE106,15.93
2006 KO138,15.52
2006 QP90,16.27
2006 QF207,16.13
2006 RT3,15.87
2006 RN22,15.8
2006 RX57,15.98
2006 RO68,16.07
2006 SL249,16.25
2006 SQ249,16.27
2006 SJ251,16.25
2006 SW406,16.21
2006 UD105,16.2
2006 UK152,16.06
2006 UT165,15.78
2006 UE193,15.67
2006 UC240,16.18
2006 UX244,16.03
2006 UG290,15.71
2006 UD346,15.99
2006 UV352,15.62
2006 UM373,15.34
2006 UX390,16.1
2006 WP207,16.15
2006 WZ227,15.16
2007 AT37,16.25
2007 BR119,16.27
2007 DD133,16.1
2007 GX77,15.82
2007 HQ101,15.56
2007 HZ101,15.82
2007 HY109,16.27
2007 LV38,15.93
2007 MU18,15.58
2007 RW70,16.18
2007 RY166,16.2
2007 RG178,16.01
2007 RG302,16.08
2007 TU8,16.04
2007 TZ89,16.12
2007 TC506,16.3
2007 VT112,16.23
2007 VU142,16.13
2007 VY239,16.13
2007 VD280,16.13
2007 VJ383,16.06
2007 WG45,15.81
2007 YE81,16.07
2008 AN71,16.24
2008 AJ149,16.01
2008 AL149,16.06
2008 AQ159,16.19
2008 CV78,15.4
2008 CP147,16.27
2008 CR206,16.13
2008 DL94,15.99
2008 DW95,16.0
2008 EV30,16.21
2008 JX43,15.96
2008 KG44,15.86
2008 OX32,15.98
2008 PC20,16.26
2008 QA51,16.02
2008 RN14,15.57
2008 RX150,16.15
2008 RD171,16.11
2008 SF314,15.61
2008 SP314,16.2
2008 SU316,16.3
2008 TJ106,16.01
2008 TJ192,16.19
2008 TS194,15.79
2008 TU194,15.65
2008 TN196,16.26
2008 TQ197,16.09
2008 TG240,15.82
2008 UO25,16.26
2008 UC148,16.16
2008 UQ247,16.12
2008 UO282,16.27
2008 UY287,16.28
2008 UU305,15.65
2008 UB369,16.26
2008 VR81,16.04
2008 VA106,15.8
2008 VD110,16.05
2008 WZ77,16.25
2008 WM128,15.79
2008 YB32,15.75
2008 YW45,16.21
2008 YV66,16.13
2008 YN73,16.28
2009 BH169,15.79
2009 DS150,15.95
2009 EB32,16.24
2009 EZ36,15.38
2009 HU120,16.19
2009 HX129,16.18
2009 QP55,15.96
2009 QV55,16.27
2009 QU56,15.93
2009 SW9,15.68
2009 SR129,16.05
2009 SZ149,16.26
2009 SB151,16.07
2009 SR245,15.48
2009 SQ247,16.06
2009 ST324,16.01
2009 SO374,15.88
2009 SB376,16.26
2009 SB377,15.86
2009 SF397,16.19
2009 SM398,15.59
2009 SL420,16.27
2009 UU121,16.04
2009 WM7,15.96
2009 WC215,15.83
2009 WT252,16.05
2009 WY271,16.06
2009 WL280,15.81
2009 WG284,16.2
2009 WJ289,15.91
2009 YM31,15.92
2010 AB86,15.44
2010 BX11,15.79
2010 BX14,15.77
2010 BG17,15.97
2010 BB22,15.84
2010 BZ32,15.75
2010 BG39,15.55
2010 BF87,15.74
2010 BQ90,16.27
2010 BR152,15.51
2010 CJ109,16.21
2010 CU134,16.17
2010 CW189,15.17
2010 CW217,16.25
2010 CE241,15.95
2010 CT241,16.0
2010 CG265,15.86
2010 DY37,15.94
2010 DS81,15.87
2010 EM23,15.47
2010 EJ114,16.08
2010 ET166,16.17
2010 FL41,16.15
2010 FM46,15.96
2010 FE50,15.82
2010 FJ93,16.26
2010 FU128,16.05
2010 FU138,15.71
2010 FN142,15.78
2010 GY16,15.84
2010 GM17,16.26
2010 GH23,15.53
2010 GF29,15.68
2010 GH83,16.0
2010 GT179,15.79
2010 GR205,16.16
2010 GZ207,16.07
2010 JA46,16.24
2010 JV69,16.16
2010 JQ90,16.15
2010 JU106,16.18
2010 KW68,15.39
2010 KL93,16.18
2010 KH108,16.2
2010 KR112,15.9
2010 KG114,15.91
2010 KL126,15.87
2010 KX135,15.79
2010 KG158,16.24
2010 LR6,15.81
2010 LT18,15.82
2010 LP52,16.18
2010 LA59,16.05
2010 LT66,15.69
2010 LG79,16.02
2010 LM80,15.41
2010 LB92,15.87
2010 LW93,15.5
2010 LZ117,16.2
2010 LH119,16.04
2010 MG32,15.8
2010 ML38,16.18
2010 MC53,16.09
2010 MV55,16.0
2010 MT69,15.86
2010 MJ93,16.19
2010 MA98,16.3
2010 MU133,16.29
2010 NU11,15.92
2010 NR15,16.07
2010 NO27,15.7
2010 NQ30,16.26
2010 NM41,15.71
2010 NO52,15.84
2010 NF56,16.1
2010 NU57,15.96
2010 NZ106,16.25
2010 NT110,16.3
2010 NZ113,15.96
2010 NB115,15.98
2010 OY1,16.25
2010 OT2,15.74
2010 OX2,15.59
2010 ON9,16.3
2010 OH14,15.73
2010 OS14,15.42
2010 OB29,16.19
2010 OO30,16.0
2010 OJ34,16.1
2010 OC39,15.99
2010 OW50,15.4
2010 OW54,15.59
2010 OW59,16.07
2010 ON61,15.84
2010 OX76,15.26
2010 PX6,15.75
2010 PN30,15.71
2010 PT30,16.0
2010 PZ31,16.29
2010 PC34,15.7
2010 PV35,15.01
2010 PL40,15.9
2010 PD89,16.2
2010 RO103,16.27
2010 RK188,16.2
2010 RF220,16.1
2010 SB46,15.9
2010 SA51,16.0
2010 SX51,15.69
2010 ST53,16.1
2010 SZ59,16.2
2010 SF64,16.07
2010 TZ120,15.93
2010 TT157,15.9
2010 TE159,15.73
2010 TS203,16.16
2010 TX222,16.26
2010 UR13,15.9
2010 UB30,15.7
2010 UP46,15.84
2010 UN127,16.11
2010 VV20,15.66
2010 VD76,15.27
2010 VF144,15.88
2010 VZ169,16.24
2010 VA189,15.96
2010 VQ197,16.18
2010 VP233,16.2
2010 VC240,16.29
2010 VX240,15.98
2010 VG248,16.14
2010 VU255,16.3
2010 VN266,16.3
2010 WS17,15.94
2010 XW119,15.98
2010 YP6,16.26
2011 AM50,16.3
2011 BC23,16.1
2011 BN136,16.2
2011 BC182,16.1
2011 BZ184,16.2
2011 BG197,16.3
2011 BM204,16.28
2011 CK11,16.13
2011 CC60,16.3
2011 CJ129,16.3
2011 DM15,16.05
2011 EM7,16.29
2011 EX97,15.67
2011 FB17,15.04
2011 FO85,15.41
2011 FW102,15.27
2011 GB71,15.59
2011 GL102,16.25
2011 JZ35,15.82
2011 JK37,15.75
2011 LF35,16.3
2011 LG35,16.29
2011 MD16,15.89
2011 QF105,15.9
2011 QN106,15.67
2011 QK110,16.26
2011 RR4,16.3
2011 RT7,16.07
2011 RL14,15.96
2011 RB25,16.14
2011 RS33,16.27
2011 SG13,16.26
2011 SN54,16.16
2011 ST139,16.2
2011 SS168,16.1
2011 SF185,15.78
2011 SF193,15.98
2011 SW215,16.2
2011 SU223,16.3
2011 SV243,16.3
2011 SJ254,16.1
2011 SQ268,16.3
2011 SQ277,16.0
2011 SR277,16.18
2011 SG295,16.3
2011 SO296,16.27
2011 SV328,16.26
2011 TK19,16.19
2011 UY29,16.0
2011 UZ36,16.1
2011 UU134,16.2
2011 UC210,16.29
2011 UJ248,15.8
2011 UO253,16.3
2011 UV256,15.91
2011 UL389,16.09
2011 UR413,16.23
2011 UG427,16.1
2011 UT433,15.7
2011 UC434,16.3
2011 UL445,16.1
2011 UG450,16.25
2011 UP461,16.0
2011 WC31,15.69
2011 WH42,16.3
2011 WA52,16.14
2011 WN83,16.3
2011 WR100,15.88
2011 WJ105,16.16
2011 WY106,15.88
2011 WK127,15.74
2011 WJ136,16.2
2011 XE7,16.21
2012 CW66,15.74
2012 DZ2,16.08
2012 DR90,15.9
2012 DJ114,16.0
2012 DK118,16.2
2012 DV126,16.28
2012 EC14,15.76
2012 EZ25,16.1
2012 EE26,16.14
2012 EH26,16.1
2012 EG28,16.3
2012 FY60,16.0
2012 GS3,16.0
2012 HM98,16.13
2012 PW1,16.13
2012 PO3,16.07
2012 PA27,15.93
2012 PW56,16.17
2012 QD29,16.19
2012 TM34,16.11
2012 TC208,16.02
2012 TP259,16.28
2012 TC281,15.91
2012 TA283,16.29
2012 TM310,15.62
2012 TR324,15.8
2012 TS360,15.83
2012 TE365,16.2
2012 UL1,16.26
2012 UC2,16.04
2012 UX61,16.06
2012 UG126,16.18
2012 UX130,15.95
2012 UH144,16.27
2012 UX201,16.1
2012 UA221,16.29
2012 UQ222,16.3
2012 UC225,16.24
2012 VS7,16.29
2012 VM32,16.11
2012 VO42,15.77
2012 VQ79,16.2
2012 VO92,16.04
2012 VK95,16.3
2012 WE10,16.04
2012 XL28,16.11
2012 XE140,16.14
2012 XN158,15.89
2012 XY165,16.2
2012 XP166,16.14
2013 AA15,15.92
2013 AC193,15.41
2013 AN202,15.71
2013 BY62,15.44
2013 CT107,16.08
2013 CG222,15.73
2013 CS249,15.75
2013 CR251,16.23
2013 CY258,15.77
2013 DZ21,16.2
2013 EY73,16.3
2013 EL76,16.1
2013 ET124,16.09
2013 EE135,16.2
2013 EW141,15.93
2013 EV154,16.14
2013 EX159,15.77
2013 FZ19,15.66
2013 FV33,15.97
2013 FD37,16.29
2013 FL37,16.18
2013 GE6,16.13
2013 GK10,15.86
2013 GD44,16.2
2013 JH68,15.64
2013 MC3,15.79
2013 MV9,16.11
2013 NW1,16.13
2013 NZ63,16.29
2013 OM4,16.13
2013 OE10,16.06
2013 PL42,16.01
2013 PE75,16.15
2013 PH75,16.11
2013 PT112,16.21
2013 RM2,15.94
2013 RN53,15.21
2013 RH70,15.7
2013 RX98,16.13
2013 RJ136,16.3
2013 RG143,15.6
2013 RH143,15.69
2013 TT120,16.1
2013 TL151,16.29
2013 TP209,15.74
2013 TT216,16.01
2013 TR229,16.13
2013 TZ229,15.62
2013 UW15,16.05
2013 WK110,16.24
2013 WJ119,16.24
2013 WO125,15.94
2013 WZ132,16.25
2013 WF136,16.06
2013 YD59,16.06
2013 YZ158,16.0
2013 YC165,16.09
2014 BA20,16.02
2014 BS24,16.25
2014 DZ,16.16
2014 DO94,16.09
2014 DA144,15.98
2014 DC144,16.09
2014 DK165,15.88
2014 EU94,15.99
2014 EO110,16.1
2014 EA118,15.94
2014 EW143,15.61
2014 ET147,16.07
2014 EE203,15.41
2014 EP209,15.7
2014 EM231,16.23
2014 FA55,16.01
2014 FK84,15.95
2014 FJ87,16.12
2014 GC30,16.24
2014 GB40,14.89
2014 GT54,16.23
2014 GQ72,15.6
2014 GA79,15.82
2014 GQ84,15.84
2014 GZ85,15.84
2014 GW92,16.0
2014 GB94,16.3
2014 GB99,16.1
2014 HM10,15.83
2014 HF48,15.98
2014 HT106,16.25
2014 HP153,15.83
2014 HT158,16.3
2014 HO167,15.98
2014 HP169,15.99
2014 HO191,16.22
2014 HE229,15.78
2014 HO280,16.18
2014 JB40,15.83
2014 JD44,16.02
2014 JG81,16.13
2014 JK131,15.88
2014 KV40,16.28
2014 KB126,16.14
2014 KO156,16.3
2014 MR95,15.84
2014 NM30,15.43
2014 OV180,16.24
2014 OV185,16.29
2014 OU193,16.01
2014 OJ199,15.68
2014 OB225,16.21
2014 OZ240,16.21
2014 OH282,16.04
2014 OJ292,15.99
2014 OB420,15.94
2014 OT428,15.91
2014 OM455,16.26
2014 OJ469,16.28
2014 PB22,16.22
2014 PA104,16.2
2014 QX16,15.95
2014 QG280,16.27
2014 QJ401,16.26
2014 QX580,16.04
2014 QJ581,16.19
2014 RR31,16.25
2014 SZ53,15.88
2014 SC74,16.22
2014 SY140,16.14
2014 SF141,16.16
2014 SK141,16.24
2014 SP161,16.3
2014 SJ189,16.09
2014 SF192,16.01
2014 SV288,16.16
2014 SA384,15.82
2014 SL396,16.09
2014 SV413,16.2
2014 TM86,15.78
2014 TB118,16.22
2014 UN52,16.13
2014 UV100,16.0
2014 UT175,15.97
2014 UE275,15.95
2014 VF6,15.93
2014 WO35,16.12
2014 WE72,16.2
2014 WV84,15.99
2014 WU104,15.82
2014 WU134,16.27
2014 WR172,15.62
2014 WL227,14.69
2014 WW246,15.89
2014 WR299,16.22
2014 WE311,15.93
2014 WT350,16.05
2014 WV386,15.05
2014 WT495,16.04
2014 WX598,15.95
2014 XR45,16.08
2015 AE50,16.03
2015 AY217,15.83
2015 BG227,16.28
2015 BP577,15.46
2015 CU49,15.96
2015 DQ165,15.96
2015 DT278,16.16
2015 DF291,16.27
2015 DO307,16.3
2015 EF5,15.74
2015 FF44,16.2
2015 FX158,15.81
2015 FK183,15.28
2015 FJ196,16.19
2015 FN434,15.59
2015 FZ439,16.09
2015 FH471,15.85
2015 HD59,15.54
2015 HH91,16.13
2015 HS124,15.61
2015 HG135,15.88
2015 HR208,15.8
2015 HR221,15.86
2015 HU238,15.99
2015 HK242,15.9
2015 HC246,15.93
2015 JR10,15.7
2015 KW50,16.11
2015 KN106,16.06
2015 KN115,16.19
2015 KB130,16.2
2015 KF136,15.52
2015 KF138,15.85
2015 KQ163,16.13
2015 KB220,16.0
2015 KP357,16.23
2015 MC64,15.92
2015 MO131,16.3
2015 MY176,16.03
2015 MU199,15.99
2015 MD206,16.13
2015 NV21,16.2
2015 OS18,15.88
2015 ON80,16.07
2015 OX124,15.98
2015 PQ8,15.68
2015 PF23,14.95
2015 PE51,15.17
2015 PA74,16.3
2015 PZ81,16.29
2015 PE103,15.85
2015 PF163,16.29
2015 PD248,15.18
2015 PD256,15.77
2015 RR71,16.25
2015 RU95,16.08
2015 RR136,16.04
2015 RL192,16.27
2015 RL237,16.05
2015 RM246,16.25
2015 RF329,16.26
2015 RF365,16.15
2015 SK27,16.17
2015 TU104,16.05
2015 TS189,15.77
2015 TZ239,15.27
2015 TQ241,16.05
2015 TC247,16.07
2015 TN257,16.13
2015 TY257,16.23
2015 TC304,16.06
2015 TD318,16.25
2015 TP450,16.25
2015 UQ18,16.28
2015 VK84,15.62
2015 WS20,16.04
2015 XR50,16.1
2015 XZ58,16.1
2015 XQ306,16.14
2015 XK328,15.99
2015 XQ333,16.2
2016 AJ95,15.42
2016 AZ280,16.17
2016 AD358,16.26
2016 AB373,15.99
2016 BK33,15.89
2016 BU54,16.08
2016 BJ72,15.98
2016 BA112,15.93
2016 BN143,16.19
2016 CW,16.0
2016 CP19,15.7
2016 CM53,16.19
2016 CD130,16.3
2016 CL190,15.62
2016 CV398,16.27
2016 DH44,16.13
2016 EG303,16.18
2016 EX356,16.27
2016 FQ44,16.16
2016 GX39,16.18
2016 GK122,15.93
2016 GL148,15.93
2016 JE41,16.1
2016 LD26,16.18
2016 LG36,16.03
2016 LS91,16.09
2016 LR96,16.3
2016 LS102,16.27
2016 NX23,16.03
2016 NY91,16.12
2016 NF94,16.26
2016 NK147,16.13
2016 PK21,15.9
2016 PE31,16.14
2016 PV79,16.08
2016 PW79,15.98
2016 PX251,16.21
2016 PS252,16.13
2016 QM23,16.13
2016 QS38,16.19
2016 QF130,15.7
2016 RH31,15.72
2016 TP74,16.25
2016 TA101,16.21
2016 TX153,16.03
2016 UF69,16.23
2016 US247,15.95
2016 UW269,16.26
2017 AU2,15.35
2017 BG151,15.46
2017 BX165,16.07
2017 BF189,15.83
2017 DP92,15.99
2017 DZ97,15.92
2017 DO98,15.17
2017 DL133,16.0
2017 DV144,15.96
2017 ES33,15.93
2017 ER47,15.96
2017 FM24,15.54
2017 FO32,15.65
2017 FC55,16.21
2017 FB93,16.29
2017 FX133,15.95
2017 FM143,15.38
2017 OQ4,15.49
2017 OR6,16.13
2017 OC9,15.79
2017 OA14,16.0
2017 OJ65,15.93
2017 OS71,16.12
2017 OL78,16.17
2017 OO79,16.27
2017 OH81,16.15
2017 OY84,15.6
2017 OC85,16.27
2017 OV94,15.82
2017 OA98,16.1
2017 OM99,16.2
2017 PA13,16.2
2017 PF47,16.04
2017 PY62,16.0
2017 QH10,16.14
2017 QJ11,16.2
2017 QV13,16.1
2017 QR56,15.7
2017 QS58,15.38
2017 QG60,15.91
2017 QP69,16.05
2017 QD119,16.0
2017 RA22,16.1
2017 RZ29,15.9
2017 RJ34,16.02
2017 RW39,16.24
2017 RW61,15.86
2017 RM64,15.8
2017 RL120,16.14
2017 SV34,16.27
2017 SC49,15.93
2017 SZ96,16.19
2017 SD97,16.3
2017 SY97,15.8
2017 SE102,16.18
2017 SP104,16.12
2017 SM168,16.07
2017 SM190,16.17
2017 SO198,15.6
2017 SC207,16.06
2017 SQ241,15.91
2017 SM258,15.79
2017 SR355,16.17
2017 UA16,16.0
2017 UG26,16.15
2017 UT29,15.98
2017 UH109,16.3
2017 UC136,15.94
2017 UH143,16.3
2017 UU143,16.2
2017 VL50,15.77
2017 VS50,16.2
2017 WP49,15.31
2017 XW19,16.3
2018 AA27,15.78
2018 AU71,16.0
2018 FX21,16.07
2018 FT27,15.57
2018 FL31,16.25
2018 FP36,16.21
2018 FU40,16.21
2018 FD42,16.25
2018 FG45,16.28
2018 FK45,16.3
2018 FW49,15.9
2018 GP20,16.27
2018 MC31,16.08
2018 NK24,15.8
2018 PB32,16.2
2018 PC32,15.9
2018 PG32,16.2
2018 PF65,16.28
2018 RS16,16.2
2018 RG29,16.18
2018 SP13,16.1
2018 SZ18,16.21
2018 TE13,15.89
2018 TE26,16.27
2018 VU11,16.1
2018 VB13,15.84
2018 VQ51,16.09
2018 VF63,15.4
2018 VT96,15.74
2018 VZ109,16.22
2018 XE27,16.23
2018 XY29,16.12
2018 XY34,15.5
2018 YG10,16.3
2019 AJ25,15.6
2019 AG70,16.26
2019 AK83,16.24
2019 AM89,16.3
